id,distance
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[4] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_15],1
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[4] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_14],1
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[4] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_13],1
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[4] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_12],105
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[4] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_11],1
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[4] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_10],1
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[9] mutator=org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator],24
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[9] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],154
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[14] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],154
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[14] mutator=org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator],24
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[19] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],154
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=getValueClass methodDesc=(C)Ljava/lang/Object;] indexes=[19] mutator=org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator],24
