id,killed,numTests
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[72] mutator=org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[75] mutator=org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[81] mutator=org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[84] mutator=org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[87] mutator=org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[5] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE],0,32
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[5] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF],0,32
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[30] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[34] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[38] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[45] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[52] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[58] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[72] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[75] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[81] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[87] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[18] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[21] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[41] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[48] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[54] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],1,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[60] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[63] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[77] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],1,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[18] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR2Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[25] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR2Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[60] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR2Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[67] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR2Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[18] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[21] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[25] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[41] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[48] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[54] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[60] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[63] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[67] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[77] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[18] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR4Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[25] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR4Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[60] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR4Mutator],0,18
MutationIdentifier [location=Location [clazz=com.google.auto.factory.processor.FactoryWriter method=addCheckNotNullMethod methodDesc=(Lcom/squareup/javapoet/TypeSpec$Builder;Lcom/google/auto/factory/processor/FactoryDescriptor;)V] indexes=[67] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR4Mutator],0,18
