seed,reduction,score,acc_avg,acc_min,acc_max
66304.0,0.5,0.3339714584058475,0.9694106044784764,0.5,1.0
66304.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
16389.0,0.5,0.3334493560737904,0.9694106044784764,0.5,1.0
16389.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
91254.0,0.5,0.3404107205012182,0.9694106044784764,0.5,1.0
91254.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
49890.0,0.5,0.3336233901844762,0.9694106044784764,0.5,1.0
49890.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
86054.0,0.5,0.3329272537417334,0.9694106044784764,0.5,1.0
86054.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
55284.0,0.5,0.3404107205012182,0.9694106044784764,0.5,1.0
55284.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
77324.0,0.5,0.3378002088409328,0.9694106044784764,0.5,1.0
77324.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
36147.0,0.5,0.3318830490776192,0.9694106044784764,0.5,1.0
36147.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
13506.0,0.5,0.3318830490776192,0.9694106044784764,0.5,1.0
13506.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
73920.0,0.5,0.3393665158371041,0.9694106044784764,0.5,1.0
73920.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
80157.0,0.5,0.3341454925165332,0.9694106044784764,0.5,1.0
80157.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
43981.0,0.5,0.3351896971806474,0.9694106044784764,0.5,1.0
43981.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
75358.0,0.5,0.3329272537417334,0.9694106044784764,0.5,1.0
75358.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
33399.0,0.5,0.3390184476157327,0.9694106044784764,0.5,1.0
33399.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
56134.0,0.5,0.3357117995127044,0.9694106044784764,0.5,1.0
56134.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
13388.0,0.5,0.3351896971806474,0.9694106044784764,0.5,1.0
13388.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
81617.0,0.5,0.3318830490776192,0.9694106044784764,0.5,1.0
81617.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
90957.0,0.5,0.3437173686042464,0.9694106044784764,0.5,1.0
90957.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
52113.0,0.5,0.3304907761921337,0.9694106044784764,0.5,1.0
52113.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
20428.0,0.5,0.3284023668639053,0.9694106044784764,0.5,1.0
20428.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
26482.0,0.5,0.3383223111729899,0.9694106044784764,0.5,1.0
26482.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
56340.0,0.5,0.3344935607379046,0.9694106044784764,0.5,1.0
56340.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
31018.0,0.5,0.3369300382875043,0.9694106044784764,0.5,1.0
31018.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
32067.0,0.5,0.338844413505047,0.9694106044784764,0.5,1.0
32067.0,0.75,0.3318830490776192,0.9799303944315544,0.5,1.0
13067.0,0.5,0.3339714584058475,0.9694106044784764,0.5,1.0
13067.0,0.75,0.3384963452836756,0.9799303944315544,0.5,1.0
