seed,reduction,score,acc_avg,acc_min,acc_max
66304.0,0.5,0.4732510288065844,0.961162551440328,0.5,1.0
66304.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
16389.0,0.5,0.4950274348422496,0.961162551440328,0.5,1.0
16389.0,0.75,0.4843964334705075,0.9746227709190672,0.5,1.0
91254.0,0.5,0.4902263374485596,0.961162551440328,0.5,1.0
91254.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
49890.0,0.5,0.4789094650205761,0.961162551440328,0.5,1.0
49890.0,0.75,0.4843964334705075,0.9746227709190672,0.5,1.0
86054.0,0.5,0.4816529492455418,0.961162551440328,0.5,1.0
86054.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
55284.0,0.5,0.4902263374485596,0.961162551440328,0.5,1.0
55284.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
77324.0,0.5,0.4886831275720165,0.961162551440328,0.5,1.0
77324.0,0.75,0.4843964334705075,0.9746227709190672,0.5,1.0
36147.0,0.5,0.4801097393689986,0.961162551440328,0.5,1.0
36147.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
13506.0,0.5,0.4801097393689986,0.961162551440328,0.5,1.0
13506.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
73920.0,0.5,0.4845679012345679,0.961162551440328,0.5,1.0
73920.0,0.75,0.4843964334705075,0.9746227709190672,0.5,1.0
80157.0,0.5,0.487997256515775,0.961162551440328,0.5,1.0
80157.0,0.75,0.4843964334705075,0.9746227709190672,0.5,1.0
43981.0,0.5,0.4888545953360768,0.961162551440328,0.5,1.0
43981.0,0.75,0.4843964334705075,0.9746227709190672,0.5,1.0
75358.0,0.5,0.4878257887517147,0.961162551440328,0.5,1.0
75358.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
33399.0,0.5,0.4854252400548697,0.961162551440328,0.5,1.0
33399.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
56134.0,0.5,0.480281207133059,0.961162551440328,0.5,1.0
56134.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
13388.0,0.5,0.4888545953360768,0.961162551440328,0.5,1.0
13388.0,0.75,0.4843964334705075,0.9746227709190672,0.5,1.0
81617.0,0.5,0.4801097393689986,0.961162551440328,0.5,1.0
81617.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
90957.0,0.5,0.4897119341563786,0.961162551440328,0.5,1.0
90957.0,0.75,0.4843964334705075,0.9746227709190672,0.5,1.0
52113.0,0.5,0.4857681755829904,0.961162551440328,0.5,1.0
52113.0,0.75,0.4843964334705075,0.9746227709190672,0.5,1.0
20428.0,0.5,0.4821673525377229,0.961162551440328,0.5,1.0
20428.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
26482.0,0.5,0.4818244170096022,0.961162551440328,0.5,1.0
26482.0,0.75,0.4837105624142661,0.9746227709190672,0.5,1.0
