project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,16389,17,0.0,1.0,1,1.0
google-auto-common,16389,31,0.4013409961685824,0.6284664746200325,0.5172413793103449,0.7916666666666666
scribejava-core,16389,32,0.08956521739130435,0.7757660127987975,0.6153846153846154,1.0
google-auto-factory,16389,22,0.5098543273350471,0.585270231273661,0.5,0.8275862068965517
commons-csv,16389,32,0.8900144717800289,0.8327276503943913,0.6111111111111112,1.0
commons-cli,16389,26,0.719749652294854,0.8162908327302012,0.7096774193548387,0.95
google-auto-value,16389,41,0.5211940298507463,0.606556274588233,0.5051546391752577,0.8181818181818182
gson,16389,40,0.4074074074074074,0.5914828756641952,0.5023696682464455,0.7123287671232876
commons-io,16389,40,0.4581229921982561,0.5769579641717111,0.5157232704402516,0.8
commons-text,16389,55,0.7683027428335739,0.7854689654797754,0.6972972972972973,1.0
commonc-codec,16389,17,0.8780220782775294,0.7760993099522354,0.7380952380952381,0.8078602620087336
commons-lang,16389,28,0.777241865469521,0.770372159149146,0.7450130095403296,0.7893544733861835
jfreechart,16389,28,0.28865700152532464,0.7410276667425901,0.7201492537313433,0.7669902912621359
jodatime,16389,25,0.6955885612946132,0.6451693213247487,0.597979797979798,0.6801980198019802
zxing,16389,28,0.7890956479573281,0.8310526323394629,0.8122137404580153,0.8665207877461707
