project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,55284,17,0.0,1.0,1,1.0
google-auto-common,55284,31,0.33045977011494254,0.6178848177071545,0.5185185185185185,0.75
scribejava-core,55284,32,0.3208695652173913,0.7611619092032809,0.6097560975609756,0.9038461538461539
google-auto-factory,55284,22,0.4910025706940874,0.5864125429238568,0.5,0.6785714285714286
commons-csv,55284,32,0.926917510853835,0.840760602951826,0.7441860465116279,0.9166666666666666
commons-cli,55284,26,0.8789986091794159,0.8241085292233788,0.6428571428571429,1.0
google-auto-value,55284,41,0.5,0.6173437265616596,0.5081967213114754,0.8333333333333334
gson,55284,40,0.5745129015271195,0.5834733426152504,0.5,0.6818181818181818
commons-io,55284,40,0.5129646626893071,0.575601315542222,0.5098039215686274,0.6825396825396826
commons-text,55284,55,0.779129717467519,0.7849236028610777,0.6526315789473685,1.0
commonc-codec,55284,17,0.7409907855122708,0.7781699668019618,0.7628294036061026,0.8126888217522659
commons-lang,55284,28,0.7597670018179794,0.7779260728443509,0.7411944869831547,0.9444444444444444
jfreechart,55284,28,0.24607620921182055,0.7414975767586004,0.7225130890052356,0.7592592592592593
jodatime,55284,25,0.8063843937042784,0.6461125192838493,0.6127167630057804,0.6829787234042554
zxing,55284,28,0.7416959631470481,0.8336368218557372,0.8094117647058824,0.8611111111111112
