project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,26482,17,0.0,1.0,1,1.0
google-auto-common,26482,31,0.5038314176245211,0.6326935754566458,0.5,1.0
scribejava-core,26482,32,0.2234782608695652,0.7626751401800188,0.6031746031746031,0.9230769230769231
google-auto-factory,26482,22,0.6829477292202228,0.599519023409968,0.5,0.8
commons-csv,26482,32,0.9500723589001447,0.8184845656070927,0.5,1.0
commons-cli,26482,26,0.7482614742698191,0.8084386208614389,0.6875,0.9148936170212766
google-auto-value,26482,41,0.5301492537313433,0.609841926319948,0.5,1.0
gson,26482,40,0.6491135685448481,0.6076124304459739,0.5099337748344371,1.0
commons-io,26482,40,0.5313217072051399,0.5687069699902376,0.5,0.6635514018691588
commons-text,26482,55,0.7925345432047844,0.7809134963778688,0.6875,0.8604651162790697
commonc-codec,26482,17,0.8021165952011677,0.7789354422765061,0.7367668097281831,0.822429906542056
commons-lang,26482,28,0.8143063851890328,0.7682708496918565,0.7418032786885246,0.8048780487804879
jfreechart,26482,28,0.25954753453363555,0.7412758903916105,0.7218225419664268,0.7657221838286109
jodatime,26482,25,0.7057858567945023,0.6456605897228106,0.6099290780141844,0.6818181818181818
zxing,26482,28,0.8719238695599466,0.8317272247130324,0.8082595870206489,0.8557692307692307
