project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,56134,17,0.0,1.0,1,1.0
google-auto-common,56134,31,0.24042145593869732,0.6291272791577657,0.5087719298245614,0.9
scribejava-core,56134,32,0.2782608695652174,0.757158513764423,0.5,0.90625
google-auto-factory,56134,22,0.3847472150814053,0.5901461673105505,0.5,0.7777777777777778
commons-csv,56134,32,0.7959479015918958,0.820494805583153,0.625,0.9387755102040817
commons-cli,56134,26,0.9228094575799722,0.8145245745108961,0.7045454545454546,0.9361702127659575
google-auto-value,56134,41,0.5743283582089552,0.6030828070717431,0.5,0.75
gson,56134,40,0.4906090925048271,0.5959322922776574,0.5,1.0
commons-io,56134,40,0.36083065626434147,0.5648660623504613,0.5032258064516129,0.6556291390728477
commons-text,56134,55,0.8759538049082285,0.7790663145229572,0.5,0.8571428571428571
commonc-codec,56134,17,0.5796916339750022,0.778917778780519,0.7317073170731707,0.8093841642228738
commons-lang,56134,28,0.7988350090898972,0.7703672679922412,0.7434377646062659,0.7950310559006211
jfreechart,56134,28,0.22998189567919713,0.734100322718939,0.6521739130434783,0.7545245146429747
jodatime,56134,25,0.710130791398803,0.6474749564021013,0.6191577973160574,0.676829268292683
zxing,56134,28,0.7699721178324646,0.8305650110734265,0.8141025641025641,0.8769898697539797
