project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,80157,17,0.0,1.0,1,1.0
google-auto-common,80157,31,0.14080459770114942,0.6331713136734213,0.5,0.8571428571428571
scribejava-core,80157,32,0.36695652173913046,0.7822815036913067,0.6190476190476191,1.0
google-auto-factory,80157,22,0.47986289631533846,0.5809235612566144,0.5,0.6825396825396826
commons-csv,80157,32,0.8053545586107091,0.8369385389507114,0.7435897435897436,0.95
commons-cli,80157,26,0.7162726008344924,0.816431890278454,0.6785714285714286,0.9302325581395349
google-auto-value,80157,41,0.7901492537313433,0.6033128801513741,0.5,0.7169811320754716
gson,80157,40,0.5009654203967,0.5862598510613046,0.5038167938931297,0.68
commons-io,80157,40,0.7794860027535567,0.5697523084699169,0.5053191489361702,0.6266666666666667
commons-text,80157,55,0.7881006393070736,0.7813473668302171,0.6071428571428571,1.0
commonc-codec,80157,17,0.9083112854666545,0.7766199413035001,0.748898678414097,0.801038062283737
commons-lang,80157,28,0.8651356064260008,0.7718949635788942,0.75,0.8038277511961722
jfreechart,80157,28,0.27497184564284594,0.7428005996785796,0.7257142857142858,0.7620650953984287
jodatime,80157,25,0.7820438927067169,0.645974742804308,0.6078125,0.6882882882882883
zxing,80157,28,0.7387562128742878,0.8295613088254884,0.7846153846153846,0.8535211267605634
