project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,91254,17,0.0,1.0,1,1.0
google-auto-common,91254,31,0.5938697318007663,0.6353435978291204,0.5,1.0
scribejava-core,91254,32,0.20608695652173914,0.7662809857158868,0.5675675675675675,0.9285714285714286
google-auto-factory,91254,22,0.5681233933161953,0.5965574320138679,0.5,0.75
commons-csv,91254,32,0.8574529667149059,0.8355369985744372,0.6666666666666666,1.0
commons-cli,91254,26,0.8984700973574409,0.8221360908350035,0.6764705882352942,0.9183673469387755
google-auto-value,91254,41,0.6794029850746268,0.6050688224903672,0.5,0.7551020408163265
gson,91254,40,0.6254168860803931,0.6005646406260661,0.5026178010471204,1.0
commons-io,91254,40,0.562528682882056,0.573018984710054,0.5094339622641509,0.6703296703296703
commons-text,91254,55,0.8325427923283151,0.7833374227846902,0.5,1.0
commonc-codec,91254,17,0.8220052914880029,0.776001036495649,0.7315914489311164,0.8031319910514542
commons-lang,91254,28,0.7755351908878418,0.7710672075009241,0.7343065693430657,0.8036363636363636
jfreechart,91254,28,0.27488631341858044,0.7421411428904164,0.7230892356942777,0.7648835202761001
jodatime,91254,25,0.5659942363112392,0.6427280430318718,0.5912408759124088,0.6892523364485982
zxing,91254,28,0.9064432052369984,0.8313624717040705,0.8118932038834952,0.8551483420593369
