project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,49890,17,0.0,1.0,1,1.0
google-auto-common,49890,31,0.6331417624521073,0.6231906945541791,0.5135135135135135,0.7714285714285715
scribejava-core,49890,32,0.28347826086956524,0.7782415173027157,0.65,1.0
google-auto-factory,49890,22,0.7772065124250214,0.59681740933634,0.5087719298245614,0.6923076923076923
commons-csv,49890,32,0.821273516642547,0.831639873570947,0.6976744186046512,1.0
commons-cli,49890,26,0.9102920723226704,0.8209689822912088,0.6875,1.0
google-auto-value,49890,41,0.7361194029850746,0.6301847890403119,0.5,1.0
gson,49890,40,0.6519220642443391,0.5870577741076025,0.5,0.6792452830188679
commons-io,49890,40,0.6983708122992198,0.5731608102350287,0.5112781954887218,0.6542056074766355
commons-text,49890,55,0.7314910290781604,0.7935661431416636,0.6956521739130435,1.0
commonc-codec,49890,17,0.6674573487820454,0.7764044499046268,0.7364341085271318,0.8129251700680272
commons-lang,49890,28,0.6549920231514117,0.766133870207209,0.6827956989247311,0.7980376124284546
jfreechart,49890,28,0.1375500719896221,0.7409799772229881,0.7155361050328227,0.7613065326633166
jodatime,49890,25,0.7369097761028597,0.646411686139609,0.6201780415430267,0.6891385767790262
zxing,49890,28,0.8244938780458237,0.8307163802737474,0.7937853107344632,0.8581081081081081
