project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,77324,17,0.0,1.0,1,1.0
google-auto-common,77324,31,0.3390804597701149,0.6417147716779028,0.5116279069767442,1.0
scribejava-core,77324,32,0.2391304347826087,0.7789835356340888,0.5454545454545454,1.0
google-auto-factory,77324,22,0.6032562125107113,0.5838460190103913,0.5,0.673469387755102
commons-csv,77324,32,0.8234442836468886,0.8381969670042525,0.625,1.0
commons-cli,77324,26,0.9770514603616134,0.815915347084856,0.5,0.9459459459459459
google-auto-value,77324,41,0.8844776119402985,0.6114525725205205,0.5,0.8148148148148148
gson,77324,40,0.6040021063717746,0.5959236283038335,0.5137614678899083,1.0
commons-io,77324,40,0.6254015603487838,0.5776083053649388,0.5,0.9285714285714286
commons-text,77324,55,0.7923283151165189,0.7815602866492939,0.6666666666666666,0.8627450980392157
commonc-codec,77324,17,0.8376060578414378,0.7793024805952568,0.7496617050067659,0.8358778625954199
commons-lang,77324,28,0.4973843356954699,0.7717511134037528,0.7501626545217958,0.8095238095238095
jfreechart,77324,28,0.2541162382927768,0.7419582838320032,0.7257785467128027,0.7661764705882353
jodatime,77324,25,0.628463755264908,0.6468718981073652,0.6141215106732348,0.6918918918918919
zxing,77324,28,0.8193720450963753,0.8311485292545141,0.8,0.8565815324165029
