project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,32067,17,0.0,1.0,1,1.0
google-auto-common,32067,31,0.1724137931034483,0.616145645519315,0.5,0.8181818181818182
scribejava-core,32067,32,0.09217391304347826,0.7746540325919516,0.64,1.0
google-auto-factory,32067,22,0.46272493573264784,0.5967635519802292,0.5,0.7413793103448276
commons-csv,32067,32,0.7264833574529667,0.8333683118198766,0.7307692307692307,0.9696969696969697
commons-cli,32067,26,0.7308762169680111,0.8063077409231639,0.625,0.9069767441860465
google-auto-value,32067,41,0.757910447761194,0.6105578354380861,0.5,1.0
gson,32067,40,0.41267333684395296,0.5849862949651302,0.5,0.7307692307692307
commons-io,32067,40,0.6219596145020652,0.5705230763666785,0.5,0.75
commons-text,32067,55,0.6647762425242318,0.7771765151429794,0.5833333333333334,0.9090909090909091
commonc-codec,32067,17,0.9013776115317945,0.7754023821231439,0.7408312958435208,0.8154093097913323
commons-lang,32067,28,0.6683486068341187,0.7703171234209184,0.7424242424242424,0.8106060606060606
jfreechart,32067,28,0.1945287887211507,0.7401981547403483,0.7195027195027195,0.759083044982699
jodatime,32067,25,0.6907115938816227,0.6437653438116471,0.5869565217391305,0.6744186046511628
zxing,32067,28,0.6913262213601649,0.8310552863366819,0.8102564102564103,0.8517034068136272
