project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,56340,17,0.0,1.0,1,1.0
google-auto-common,56340,31,0.2978927203065134,0.6299940889484171,0.5294117647058824,0.7777777777777778
scribejava-core,56340,32,0.19826086956521738,0.784152579854485,0.5789473684210527,1.0
google-auto-factory,56340,22,0.7557840616966581,0.6037133804531535,0.5076923076923077,1.0
commons-csv,56340,32,0.8813314037626628,0.8399938670613556,0.7083333333333334,1.0
commons-cli,56340,26,0.9624478442280946,0.8173517647901476,0.71875,0.92
google-auto-value,56340,41,0.5504477611940298,0.6107624888326787,0.5222222222222223,0.7285714285714285
gson,56340,40,0.6826399859575215,0.5882045425877884,0.5247524752475248,0.6785714285714286
commons-io,56340,40,0.5928178063331804,0.5691327870578688,0.5084745762711864,0.640625
commons-text,56340,55,0.7744895854815426,0.7832423943388506,0.5,1.0
commonc-codec,56340,17,0.9606787701852021,0.7748658473578158,0.7486338797814208,0.8154761904761905
commons-lang,56340,28,0.7914146848217267,0.7680884524077355,0.7323943661971831,0.8
jfreechart,56340,28,0.18804259504768422,0.7426877543723485,0.7285353535353535,0.7735849056603774
jodatime,56340,25,0.5344269563289736,0.6452890758125704,0.6,0.7053140096618358
zxing,56340,28,0.9533579827857922,0.8276645031657358,0.7890625,0.848951048951049
