project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,36147,17,0.0,1.0,1,1.0
google-auto-common,36147,31,0.3668582375478927,0.625212550171023,0.5,0.9047619047619048
scribejava-core,36147,32,0.2826086956521739,0.7659046181441614,0.5555555555555556,1.0
google-auto-factory,36147,22,0.5998286203941731,0.5980120124756526,0.5161290322580645,0.75
commons-csv,36147,32,0.8480463096960926,0.8341492725512765,0.6666666666666666,1.0
commons-cli,36147,26,0.7107093184979137,0.8126119224842121,0.6923076923076923,0.9302325581395349
google-auto-value,36147,41,0.5949253731343284,0.6157381003916201,0.5,1.0
gson,36147,40,0.4395295769703353,0.5848304944697511,0.5,0.75
commons-io,36147,40,0.4040844424047728,0.5692069029930955,0.5,0.6666666666666666
commons-text,36147,55,0.7810888843060425,0.7846507590913148,0.7058823529411765,0.9010989010989011
commonc-codec,36147,17,0.8091415016878022,0.772856928841285,0.7275,0.8036322360953462
commons-lang,36147,28,0.8167550921975291,0.7710245883228245,0.7416741674167416,0.802439024390244
jfreechart,36147,28,0.5114256796247987,0.7398210818145389,0.7072330654420207,0.7582159624413145
jodatime,36147,25,0.7697628020394591,0.6480742818398965,0.5933609958506224,0.6776960784313726
zxing,36147,28,0.7678506485634622,0.8298961311592522,0.7983367983367984,0.8505617977528089
