project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,90957,17,0.0,1.0,1,1.0
google-auto-common,90957,31,0.289272030651341,0.6278269424926457,0.525,0.7931034482758621
scribejava-core,90957,32,0.22695652173913045,0.7694932976858131,0.6153846153846154,1.0
google-auto-factory,90957,22,0.8200514138817481,0.5820100933525592,0.5111111111111111,0.6964285714285714
commons-csv,90957,32,0.8263386396526773,0.8308419426988592,0.7,1.0
commons-cli,90957,26,0.9777468706536857,0.8151062563361886,0.6666666666666666,0.96
google-auto-value,90957,41,0.6570149253731343,0.6146620175080083,0.53125,1.0
gson,90957,40,0.6824644549763034,0.5942080136588149,0.5213270142180095,0.75
commons-io,90957,40,0.533845800826067,0.5707802979623807,0.5,0.7424242424242424
commons-text,90957,55,0.6405444421530212,0.7889819989679502,0.6666666666666666,1.0
commonc-codec,90957,17,0.7587811331082931,0.7765471005049196,0.7443181818181818,0.7954545454545454
commons-lang,90957,28,0.8758208733721664,0.7701381016555413,0.7277734067663257,0.8126582278481013
jfreechart,90957,28,0.36766026600521745,0.7387650841821959,0.7072147651006712,0.7607390300230947
jodatime,90957,25,0.7081800044336067,0.6478450414459067,0.6191247974068071,0.6988636363636364
zxing,90957,28,0.8373439204752091,0.8362800652155394,0.800561797752809,1.0
