project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,66304,17,0.0,1.0,1,1.0
google-auto-common,66304,31,0.5574712643678161,0.6534840331323187,0.5,1.0
scribejava-core,66304,32,0.1,0.7787089485707391,0.6666666666666666,1.0
google-auto-factory,66304,22,0.598114824335904,0.5933723430367931,0.509090909090909,0.7105263157894737
commons-csv,66304,32,0.9117221418234442,0.8366411143732916,0.75,0.9285714285714286
commons-cli,66304,26,0.7635605006954103,0.832069315998927,0.7454545454545455,1.0
google-auto-value,66304,41,0.6208955223880597,0.6085493408007738,0.5272727272727272,0.8181818181818182
gson,66304,40,0.5618746708794102,0.6115891392687175,0.5031446540880503,1.0
commons-io,66304,40,0.41624598439651217,0.5832453705918359,0.5025125628140703,1.0
commons-text,66304,55,0.667972777892349,0.7845133033691117,0.6666666666666666,0.9
commonc-codec,66304,17,0.5233099169783779,0.7758443398806317,0.7622222222222222,0.7997465145754119
commons-lang,66304,28,0.8074054836196342,0.7685751311044935,0.74364896073903,0.7959731543624161
jfreechart,66304,28,0.47759768492779653,0.740459232862672,0.7182971014492754,0.7559931506849316
jodatime,66304,25,0.4806916426512968,0.6473937277628136,0.6143552311435523,0.6922060766182299
zxing,66304,28,0.9293853800460662,0.8321936304748813,0.8102189781021898,0.863961813842482
