project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,125894,17,0.0,1.0,1,1.0
google-auto-common,125894,31,0.47988505747126436,0.6421019391795286,0.5128205128205128,1.0
scribejava-core,125894,32,0.20521739130434782,0.7721033716570069,0.6470588235294118,1.0
google-auto-factory,125894,22,0.5458440445586975,0.6133535717877664,0.5,1.0
commons-csv,125894,32,0.8068017366136034,0.8443716638342539,0.7547169811320755,1.0
commons-cli,125894,26,0.8762169680111266,0.8183983652035546,0.7407407407407407,0.926829268292683
google-auto-value,125894,41,0.5946268656716418,0.6072727170410572,0.5,0.7241379310344828
gson,125894,40,0.465859224153063,0.5913391448925369,0.5,0.6923076923076923
commons-io,125894,40,0.4981642955484167,0.570040506852742,0.504950495049505,0.632768361581921
commons-text,125894,55,0.7066405444421531,0.7886052596792693,0.6666666666666666,1.0
commonc-codec,125894,17,0.6886233007937232,0.7790876818808196,0.7543424317617866,0.8223684210526315
commons-lang,125894,28,0.6032723630022632,0.7704921265393068,0.7401668653158522,0.7977736549165121
jfreechart,125894,28,0.4281172931902094,0.7413014387244897,0.7164579606440071,0.7728983688833124
jodatime,125894,25,0.8037242296608291,0.6457698763118961,0.6043010752688172,0.6826241134751773
zxing,125894,28,0.7764274457510001,0.8321512490508224,0.8148788927335641,0.8508124076809453
