project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,49008,17,0.0,1.0,1,1.0
google-auto-common,49008,31,0.5603448275862069,0.6212362183314488,0.5,0.8148148148148148
scribejava-core,49008,32,0.12608695652173912,0.7700732480955744,0.631578947368421,1.0
google-auto-factory,49008,22,0.5929734361610969,0.5913085722531873,0.5,0.8
commons-csv,49008,32,0.9479015918958031,0.831104124953487,0.6363636363636364,0.92
commons-cli,49008,26,0.7621696801112656,0.8212821492517433,0.7352941176470589,1.0
google-auto-value,49008,41,0.5295522388059701,0.6144973587554055,0.5161290322580645,0.8
gson,49008,40,0.7512725996138319,0.5783032335943639,0.5,0.6547085201793722
commons-io,49008,40,0.47900413033501604,0.5787987832720682,0.5,1.0
commons-text,49008,55,0.8589399876263147,0.7767459454254384,0.6129032258064516,0.8850574712643678
commonc-codec,49008,17,0.701304625490375,0.7737284026866816,0.7378048780487805,0.7963483146067416
commons-lang,49008,28,0.6020480094980151,0.7697042270380274,0.738863287250384,0.8025291828793775
jfreechart,49008,28,0.11508360774921952,0.7411194407672034,0.717201166180758,0.7569331158238173
jodatime,49008,25,0.42713367324318335,0.6487716989799562,0.6287978863936592,0.6868884540117417
zxing,49008,28,0.6560795247908837,0.8303931054988668,0.7863720073664825,0.855072463768116
