project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,20428,17,0.0,1.0,1,1.0
google-auto-common,20428,31,0.23467432950191572,0.6328071538220397,0.5,1.0
scribejava-core,20428,32,0.11652173913043479,0.7665057821307778,0.631578947368421,0.8571428571428571
google-auto-factory,20428,22,0.5038560411311054,0.5827518099794057,0.5151515151515151,0.7272727272727273
commons-csv,20428,32,0.8856729377713459,0.8304274447471518,0.7407407407407407,0.9361702127659575
commons-cli,20428,26,0.7899860917941586,0.8148306821857277,0.7096774193548387,0.8979591836734694
google-auto-value,20428,41,0.5835820895522388,0.6024182379450803,0.5,0.6777777777777778
gson,20428,40,0.5100930314200456,0.597293843933528,0.5,0.8
commons-io,20428,40,0.5777879761358421,0.5728687880084337,0.5093167701863354,0.6881720430107527
commons-text,20428,55,0.7805733140853784,0.7847143186759226,0.6923076923076923,1.0
commonc-codec,20428,17,0.8158014779673387,0.7765317421983055,0.7505070993914807,0.8026315789473685
commons-lang,20428,28,0.7254851036990316,0.7690636620993551,0.7376425855513308,0.797752808988764
jfreechart,20428,28,0.13119217665255384,0.740908142396042,0.7129300118623962,0.7543352601156069
jodatime,20428,25,0.6267789847040568,0.6497372966324054,0.590625,0.6958637469586375
zxing,20428,28,0.8239180506728089,0.8312006861090829,0.7962382445141066,0.8597785977859779
