project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,52113,17,0.0,1.0,1,1.0
google-auto-common,52113,31,0.25287356321839083,0.6312283365842257,0.5,0.7916666666666666
scribejava-core,52113,32,0.3095652173913043,0.7570958948145968,0.5625,0.8928571428571429
google-auto-factory,52113,22,0.803770351328192,0.5921899946461794,0.5081967213114754,0.7352941176470589
commons-csv,52113,32,0.8726483357452967,0.845053076932147,0.6,1.0
commons-cli,52113,26,0.849095966620306,0.8179955596300158,0.6666666666666666,1.0
google-auto-value,52113,41,0.6080597014925373,0.6187366957346637,0.5111111111111111,1.0
gson,52113,40,0.6380551167281026,0.6050412620083896,0.5,1.0
commons-io,52113,40,0.5190454336851766,0.5701707649306147,0.5033557046979866,0.6551724137931034
commons-text,52113,55,0.7274695813569808,0.77771025812475,0.6666666666666666,0.8512396694214877
commonc-codec,52113,17,0.9119605875376334,0.7790274088910529,0.7459893048128342,0.8068783068783069
commons-lang,52113,28,0.6879382629020888,0.7685139811823795,0.7222222222222222,0.7956989247311828
jfreechart,52113,28,0.46264380105204633,0.7410737633543375,0.7206670637284097,0.7659574468085106
jodatime,52113,25,0.8065617379738417,0.6456825347585238,0.6044226044226044,0.6784922394678492
zxing,52113,28,0.6519275063644078,0.8307744163249857,0.8068833652007649,0.8700787401574803
