project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,13506,17,0.0,1.0,1,1.0
google-auto-common,13506,31,0.342911877394636,0.6376643575797686,0.5185185185185185,1.0
scribejava-core,13506,32,0.2234782608695652,0.775808791659336,0.6,1.0
google-auto-factory,13506,22,0.7574978577549272,0.5925367304798257,0.5,0.676923076923077
commons-csv,13506,32,0.8140376266280752,0.8408985036267909,0.7272727272727273,1.0
commons-cli,13506,26,0.9422809457579973,0.8107956387034945,0.6470588235294118,0.9523809523809523
google-auto-value,13506,41,0.44865671641791044,0.6153234613967936,0.5,1.0
gson,13506,40,0.683166578901176,0.5830088833707053,0.5076923076923077,0.6888888888888889
commons-io,13506,40,0.6177145479577788,0.5729370315775877,0.5252525252525253,0.6458333333333334
commons-text,13506,55,0.7334501959166838,0.7749763683948245,0.5714285714285714,0.8974358974358975
commonc-codec,13506,17,0.74892801751665,0.7741460833150919,0.7394957983193278,0.8045977011494253
commons-lang,13506,28,0.6308759692798576,0.7716790111219645,0.7532051282051282,0.7949921752738655
jfreechart,13506,28,0.17395828878529987,0.7413853791397239,0.7205651491365777,0.7800995024875622
jodatime,13506,25,0.6420749279538905,0.6450119226292521,0.6105919003115264,0.6789838337182448
zxing,13506,28,0.9312340889804824,0.8278612023962694,0.7818181818181819,0.8600583090379009
