project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,43981,17,0.0,1.0,1,1.0
google-auto-common,43981,31,0.43773946360153254,0.6453634754429293,0.5161290322580645,1.0
scribejava-core,43981,32,0.29739130434782607,0.7515799610124241,0.5714285714285714,0.8709677419354839
google-auto-factory,43981,22,0.532133676092545,0.5846314007473153,0.5,0.7209302325581395
commons-csv,43981,32,0.8552821997105644,0.8366754892148996,0.7272727272727273,0.9259259259259259
commons-cli,43981,26,0.8880389429763561,0.8107973085091036,0.68,0.8875
google-auto-value,43981,41,0.6877611940298507,0.6116062370579898,0.5,0.7631578947368421
gson,43981,40,0.7823415832894506,0.5878747880542504,0.5,0.6989247311827957
commons-io,43981,40,0.4472234970169803,0.5773476171368992,0.5,1.0
commons-text,43981,55,0.7566508558465663,0.7908234703479543,0.6914893617021277,1.0
commonc-codec,43981,17,0.8598668004744092,0.7752130843086433,0.7427745664739884,0.8060200668896321
commons-lang,43981,28,0.7038177568359737,0.7708358455012264,0.7211155378486056,0.8024691358024691
jfreechart,43981,28,0.26630458025060944,0.7388954191401045,0.7227414330218068,0.7541111981205951
jodatime,43981,25,0.766792285524274,0.6479508936972774,0.6098130841121495,0.6842105263157895
zxing,43981,28,0.8154927870044854,0.8285091727622798,0.7872340425531915,0.8556521739130435
