id,distance,weight
MutationIdentifier [location=Location [clazz=com.google.gson.FieldAttributes method=get methodDesc=(Ljava/lang/Object;)Ljava/lang/Object;] indexes=[6] mutator=org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator],75,27
MutationIdentifier [location=Location [clazz=com.google.gson.stream.JsonWriter method=setIndent methodDesc=(Ljava/lang/String;)V] indexes=[10] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator],66,25
MutationIdentifier [location=Location [clazz=com.google.gson.stream.JsonReader method=doPeek methodDesc=()I] indexes=[443] mutator=org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator],80,52
MutationIdentifier [location=Location [clazz=com.google.gson.reflect.TypeToken method=getParameterized methodDesc=(Ljava/lang/reflect/Type;[Ljava/lang/reflect/Type;)Lcom/google/gson/reflect/TypeToken;] indexes=[8] mutator=org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator],184,3
MutationIdentifier [location=Location [clazz=com.google.gson.stream.JsonWriter method=newline methodDesc=()V] indexes=[14] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR4Mutator],182,30
MutationIdentifier [location=Location [clazz=com.google.gson.internal.JavaVersion method=isJava9OrLater methodDesc=()Z] indexes=[13] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],56,33
MutationIdentifier [location=Location [clazz=com.google.gson.Gson method=<init> methodDesc=(Lcom/google/gson/internal/Excluder;Lcom/google/gson/FieldNamingStrategy;Ljava/util/Map;ZZZZZZZLcom/google/gson/LongSerializationPolicy;Ljava/lang/String;IILjava/util/List;Ljava/util/List;Ljava/util/List;)V] indexes=[378] mutator=org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator],126,4
MutationIdentifier [location=Location [clazz=com.google.gson.internal.bind.TypeAdapters$EnumTypeAdapter method=read methodDesc=(Lcom/google/gson/stream/JsonReader;)Ljava/lang/Enum;] indexes=[22] mutator=org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator],73,34
MutationIdentifier [location=Location [clazz=com.google.gson.internal.bind.MapTypeAdapterFactory$Adapter method=keyToString methodDesc=(Lcom/google/gson/JsonElement;)Ljava/lang/String;] indexes=[21] mutator=org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator],169,3
MutationIdentifier [location=Location [clazz=com.google.gson.Gson method=getAdapter methodDesc=(Lcom/google/gson/reflect/TypeToken;)Lcom/google/gson/TypeAdapter;] indexes=[85] mutator=org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator],91,47
MutationIdentifier [location=Location [clazz=com.google.gson.JsonObject method=getAsJsonPrimitive methodDesc=(Ljava/lang/String;)Lcom/google/gson/JsonPrimitive;] indexes=[6] mutator=org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator],92,20
MutationIdentifier [location=Location [clazz=com.google.gson.Gson$3 method=write methodDesc=(Lcom/google/gson/stream/JsonWriter;Ljava/lang/Number;)V] indexes=[19] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator],108,26
MutationIdentifier [location=Location [clazz=com.google.gson.Gson method=getAdapter methodDesc=(Lcom/google/gson/reflect/TypeToken;)Lcom/google/gson/TypeAdapter;] indexes=[180 138] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI3Mutator],26,40
MutationIdentifier [location=Location [clazz=com.google.gson.internal.Excluder method=create methodDesc=(Lcom/google/gson/Gson;Lcom/google/gson/reflect/TypeToken;)Lcom/google/gson/TypeAdapter;] indexes=[10] mutator=org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator],82,11
MutationIdentifier [location=Location [clazz=com.google.gson.internal.bind.TypeAdapters$29 method=write methodDesc=(Lcom/google/gson/stream/JsonWriter;Lcom/google/gson/JsonElement;)V] indexes=[148] mutator=org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator],130,3
MutationIdentifier [location=Location [clazz=com.google.gson.stream.JsonReader method=nextString methodDesc=()Ljava/lang/String;] indexes=[4] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI2Mutator],99,51
MutationIdentifier [location=Location [clazz=com.google.gson.stream.JsonReader method=<init> methodDesc=(Ljava/io/Reader;)V] indexes=[68] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],32,57
MutationIdentifier [location=Location [clazz=com.google.gson.internal.Excluder method=isValidSince methodDesc=(Lcom/google/gson/annotations/Since;)Z] indexes=[14] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI3Mutator],102,64
