project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,55284,17,0.0,1.0,1,1.0
google-auto-common,55284,31,0.3381226053639847,0.6187173489734646,0.5094339622641509,0.7692307692307693
scribejava-core,55284,32,0.12869565217391304,0.7583042121843397,0.6129032258064516,1.0
google-auto-factory,55284,22,0.5801199657240789,0.5971039203491665,0.5,0.7368421052631579
commons-csv,55284,32,0.8183791606367583,0.8325465307375425,0.5,1.0
commons-cli,55284,26,0.8365785813630042,0.8224931639741873,0.6274509803921569,1.0
google-auto-value,55284,41,0.6644776119402985,0.6281233598674741,0.5,1.0
gson,55284,40,0.3907319641916798,0.5830247261906208,0.5087719298245614,0.6842105263157895
commons-io,55284,40,0.5518586507572281,0.573704833422303,0.5,0.7096774193548387
commons-text,55284,55,0.8012992369560734,0.7804837271840974,0.6382978723404256,0.84
commonc-codec,55284,17,0.7116139038408904,0.7779559343448363,0.7573333333333333,0.8235294117647058
commons-lang,55284,28,0.7605090342447965,0.7766344570021275,0.7413010590015129,0.9069767441860465
jfreechart,55284,28,0.2646081911360105,0.7402742911626895,0.7192386131883073,0.7569866342648846
jodatime,55284,25,0.4169363777432942,0.6461539721085795,0.6076134699853587,0.6730769230769231
zxing,55284,28,0.7225421263183416,0.8343054405547841,0.7968036529680366,0.8740458015267175
