project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,91254,17,0.0,1.0,1,1.0
google-auto-common,91254,31,0.4492337164750958,0.6150250585743814,0.5,0.75
scribejava-core,91254,32,0.2426086956521739,0.7589535743623418,0.625,0.9285714285714286
google-auto-factory,91254,22,0.7772065124250214,0.5852912188421109,0.5,0.6842105263157895
commons-csv,91254,32,0.8147612156295224,0.8396923761227806,0.6923076923076923,1.0
commons-cli,91254,26,0.8852573018080667,0.8151350406691067,0.6666666666666666,0.9148936170212766
google-auto-value,91254,41,0.6011940298507462,0.5987064995247567,0.5,0.7341772151898734
gson,91254,40,0.7091451641214674,0.5982076277655823,0.5,1.0
commons-io,91254,40,0.473841211564938,0.5730301852366825,0.5078369905956113,0.6746987951807228
commons-text,91254,55,0.7907816044545267,0.7827467251134825,0.7194244604316546,0.8627450980392157
commonc-codec,91254,17,0.7658060395949274,0.7752069734974034,0.7198067632850241,0.8051948051948052
commons-lang,91254,28,0.8380885244685192,0.7708913304611587,0.7346938775510204,0.7960088691796009
jfreechart,91254,28,0.3128911317338807,0.7417101351922886,0.7238938053097345,0.7639921722113503
jodatime,91254,25,0.5241409886943028,0.6434333877012337,0.5915750915750916,0.6871444823663254
zxing,91254,28,0.9065038186446842,0.8306763301986122,0.8110599078341014,0.8514851485148515
