project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,13067,17,0.0,1.0,1,1.0
google-auto-common,13067,31,0.5067049808429118,0.623107603823522,0.5,0.7931034482758621
scribejava-core,13067,32,0.1617391304347826,0.7806924470490545,0.6212121212121212,1.0
google-auto-factory,13067,22,0.586975149957155,0.5858562241460296,0.5245901639344263,0.6666666666666666
commons-csv,13067,32,0.7264833574529667,0.8198899548718721,0.5,0.9210526315789473
commons-cli,13067,26,0.5542420027816412,0.8246879965900157,0.7317073170731707,1.0
google-auto-value,13067,41,0.6340298507462686,0.6119727613653467,0.5,0.8666666666666667
gson,13067,40,0.5211514832367913,0.5819140543695107,0.5,0.6933333333333334
commons-io,13067,40,0.5818035796236806,0.5704877600176338,0.5050505050505051,0.6595744680851063
commons-text,13067,55,0.7620127861414725,0.7842096497499564,0.6,1.0
commonc-codec,13067,17,0.8316759419760971,0.7921522518506328,0.7544581618655692,1.0
commons-lang,13067,28,0.7820650762438318,0.7685681079177554,0.6739130434782609,0.7944297082228117
jfreechart,13067,28,0.2912799897361331,0.7416549608812101,0.7221269296740995,0.7707129094412332
jodatime,13067,25,0.5996453114608734,0.6495201333001736,0.6177924217462932,0.6818181818181818
zxing,13067,28,0.7088738028851982,0.8322775613174088,0.8058823529411765,0.8642714570858283
