project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,52113,17,0.0,1.0,1,1.0
google-auto-common,52113,31,0.4521072796934866,0.6301074839018102,0.5,0.8
scribejava-core,52113,32,0.09739130434782609,0.7790114874955298,0.5882352941176471,1.0
google-auto-factory,52113,22,0.5475578406169666,0.6000662924394148,0.509090909090909,0.7058823529411765
commons-csv,52113,32,0.8053545586107091,0.8436880480097301,0.6,1.0
commons-cli,52113,26,0.8212795549374131,0.8231899526239607,0.6666666666666666,1.0
google-auto-value,52113,41,0.5292537313432836,0.6117954874697463,0.5076923076923077,0.7272727272727273
gson,52113,40,0.6696506933473758,0.5886598402126051,0.5,0.7183098591549296
commons-io,52113,40,0.5041303350160624,0.568977597924443,0.5161290322580645,0.6637931034482759
commons-text,52113,55,0.7930501134254485,0.7801081616083203,0.5,1.0
commonc-codec,52113,17,0.8977283094608156,0.7786620860413107,0.7422680412371134,0.8085106382978723
commons-lang,52113,28,0.5950358030645939,0.7699210926259307,0.7442572741194488,0.7965738758029979
jfreechart,52113,28,0.48320004561718627,0.741359027267246,0.7189922480620154,0.760644418872267
jodatime,52113,25,0.7330968743072489,0.6457510088072757,0.6014669926650367,0.6773455377574371
zxing,52113,28,0.708934416292884,0.8317827870621289,0.8076109936575053,0.869980879541109
