project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,75358,17,0.0,1.0,1,1.0
google-auto-common,75358,31,0.3888888888888889,0.628902247822341,0.5263157894736842,0.7692307692307693
scribejava-core,75358,32,0.23391304347826086,0.7522686495565107,0.5,0.9130434782608695
google-auto-factory,75358,22,0.5355612682090831,0.5931180740136782,0.5192307692307693,0.7391304347826086
commons-csv,75358,32,0.8589001447178003,0.8352490655898459,0.6388888888888888,0.9393939393939394
commons-cli,75358,26,0.803894297635605,0.8179799893867336,0.6842105263157895,1.0
google-auto-value,75358,41,0.7155223880597015,0.6194025097196142,0.5,0.8181818181818182
gson,75358,40,0.5724065297525013,0.5934861787484279,0.5072463768115942,0.6923076923076923
commons-io,75358,40,0.6570674621385957,0.5785186690977608,0.509090909090909,1.0
commons-text,75358,55,0.8085172200453702,0.7775715617935893,0.6851851851851852,0.8590604026845637
commonc-codec,75358,17,0.8951737980111304,0.7746533047332282,0.7157894736842105,0.8129032258064516
commons-lang,75358,28,0.8790487144288205,0.7680970806701778,0.7338308457711443,0.8032407407407407
jfreechart,75358,28,0.2069024504982252,0.7423183369531018,0.7249544626593807,0.7687116564417178
jodatime,75358,25,0.7314121037463976,0.6465458847641196,0.5961538461538461,0.6819012797074955
zxing,75358,28,0.7967935507334223,0.829822018091526,0.7983367983367984,0.8626692456479691
