project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,20428,17,0.0,1.0,1,1.0
google-auto-common,20428,31,0.23084291187739464,0.6316378176637873,0.5,0.8181818181818182
scribejava-core,20428,32,0.34695652173913044,0.769926845633229,0.5714285714285714,0.9
google-auto-factory,20428,22,0.5467009425878321,0.5899608100632884,0.5084745762711864,0.7333333333333333
commons-csv,20428,32,0.8306801736613604,0.8251100844296865,0.6666666666666666,0.9545454545454546
commons-cli,20428,26,0.8268428372739917,0.8188795063362426,0.7096774193548387,0.8867924528301887
google-auto-value,20428,41,0.5504477611940298,0.6059492610654806,0.5,0.75
gson,20428,40,0.674565560821485,0.6140417532850106,0.5161290322580645,1.0
commons-io,20428,40,0.7687012391005048,0.586100501644509,0.5038759689922481,1.0
commons-text,20428,55,0.7309754588574964,0.7807694724991477,0.7192982456140351,0.8541666666666666
commonc-codec,20428,17,0.7202809962594654,0.7760546199975444,0.756043956043956,0.8028776978417266
commons-lang,20428,28,0.8242125180870404,0.769218111454587,0.7361809045226131,0.8010033444816054
jfreechart,20428,28,0.32341159531853625,0.7413105913286548,0.7162162162162162,0.7550607287449392
jodatime,20428,25,0.5948126801152738,0.6493706486427979,0.5873015873015873,0.6926952141057935
zxing,20428,28,0.8674687840950418,0.8328227596461807,0.8088779284833539,0.860738255033557
