project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,77324,17,0.0,1.0,1,1.0
google-auto-common,77324,31,0.4339080459770115,0.6379940408389244,0.5,0.8571428571428571
scribejava-core,77324,32,0.3173913043478261,0.7714596004608116,0.5,1.0
google-auto-factory,77324,22,0.3461868037703513,0.5910975580605626,0.5,0.8
commons-csv,77324,32,0.8704775687409552,0.8430240407569727,0.7272727272727273,1.0
commons-cli,77324,26,0.9554937413073713,0.8172918380106808,0.625,0.9459459459459459
google-auto-value,77324,41,0.5582089552238806,0.6142580924143499,0.5087719298245614,0.8
gson,77324,40,0.5746884325083377,0.584490644621981,0.5128205128205128,0.673469387755102
commons-io,77324,40,0.6151904543368518,0.5744418305797363,0.5114503816793893,0.8421052631578947
commons-text,77324,55,0.7035471231181687,0.7860828783080559,0.625,1.0
commonc-codec,77324,17,0.8001094790621294,0.7792594806059147,0.7479747974797479,0.832089552238806
commons-lang,77324,28,0.8617593588839833,0.7717141172359749,0.7504873294346979,0.8136882129277566
jfreechart,77324,28,0.08178306176852129,0.74213123304991,0.7135016465422612,0.7773851590106007
jodatime,77324,25,0.7981822212369762,0.6460081677012514,0.6121112929623568,0.6776061776061776
zxing,77324,28,0.7153897442114195,0.8319618547247364,0.7931769722814499,0.8775510204081632
