project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,13506,17,0.0,1.0,1,1.0
google-auto-common,13506,31,0.2978927203065134,0.6272473270995474,0.5,0.875
scribejava-core,13506,32,0.27043478260869563,0.7833760513041796,0.5,1.0
google-auto-factory,13506,22,0.6383890317052271,0.5968478825657533,0.5147058823529411,0.7111111111111111
commons-csv,13506,32,0.8082489146164978,0.8379107962696403,0.6666666666666666,1.0
commons-cli,13506,26,0.8351877607788595,0.808729588587072,0.55,1.0
google-auto-value,13506,41,0.5728358208955224,0.602894972141867,0.5,0.7
gson,13506,40,0.6914165350184307,0.5853123879426023,0.5,0.7222222222222222
commons-io,13506,40,0.6746213859568609,0.5707806818158374,0.5,0.671875
commons-text,13506,55,0.7422148896679728,0.7811055411679975,0.7049180327868853,0.9041095890410958
commonc-codec,13506,17,0.8809415199343126,0.7747038981762601,0.7422222222222222,0.8023952095808383
commons-lang,13506,28,0.6653433755055096,0.7712804889918896,0.7531645569620253,0.7935440484196369
jfreechart,13506,28,0.2433249226646139,0.7419023110497774,0.7240995172669885,0.7806841046277666
jodatime,13506,25,0.8524052316559522,0.6440812015487904,0.6111111111111112,0.6774941995359629
zxing,13506,28,0.8855315795854043,0.8298429708553469,0.7889546351084813,0.8617021276595744
