project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,86054,17,0.0,1.0,1,1.0
google-auto-common,86054,31,0.19157088122605365,0.6213291894543622,0.5172413793103449,0.8
scribejava-core,86054,32,0.26956521739130435,0.7650699165320541,0.5769230769230769,0.9333333333333333
google-auto-factory,86054,22,0.4952870608397601,0.5978094614103595,0.5081967213114754,0.8
commons-csv,86054,32,0.7525325615050651,0.8380457175340487,0.6875,1.0
commons-cli,86054,26,0.9165507649513213,0.8291179648066832,0.711864406779661,1.0
google-auto-value,86054,41,0.5217910447761194,0.6165402012996462,0.525,0.75
gson,86054,40,0.6154116201509566,0.5948464864793797,0.5,1.0
commons-io,86054,40,0.5671179440110142,0.5749857960800201,0.5,1.0
commons-text,86054,55,0.7457207671684883,0.7876912053757841,0.6388888888888888,0.8888888888888888
commonc-codec,86054,17,0.6464738618739166,0.7754438006655722,0.7338403041825095,0.8085106382978723
commons-lang,86054,28,0.5672837903016362,0.7709836057273515,0.7352941176470589,0.7909319899244333
jfreechart,86054,28,0.22440804573122924,0.7404696365528656,0.7165247018739352,0.762962962962963
jodatime,86054,25,0.7096430946575039,0.6485890970701905,0.6112469437652812,0.7272727272727273
zxing,86054,28,0.9212934901200146,0.8299920570414434,0.8064,0.8490322580645161
