project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,13388,17,0.0,1.0,1,1.0
google-auto-common,13388,31,0.34099616858237547,0.6393888965824491,0.5161290322580645,0.8
scribejava-core,13388,32,0.18521739130434783,0.7641749849369563,0.625,1.0
google-auto-factory,13388,22,0.44301628106255353,0.5862058563902616,0.5,0.7142857142857143
commons-csv,13388,32,0.8082489146164978,0.8246235721926525,0.6666666666666666,0.9565217391304348
commons-cli,13388,26,0.8609179415855355,0.8154954705238923,0.7441860465116279,0.9090909090909091
google-auto-value,13388,41,0.6292537313432836,0.6059266012320158,0.5,0.7111111111111111
gson,13388,40,0.5369492715464279,0.5907205821566028,0.5144927536231884,0.7
commons-io,13388,40,0.5705598898577329,0.5679878639258745,0.515625,0.6176470588235294
commons-text,13388,55,0.7438647143740977,0.7685498846153237,0.5,0.8533333333333334
commonc-codec,13388,17,0.8388833135662804,0.7759012682471959,0.7459893048128342,0.8156028368794326
commons-lang,13388,28,0.871108967461878,0.7676087680281126,0.7162162162162162,0.8021680216802168
jfreechart,13388,28,0.3073743032687565,0.7405689624538773,0.7185669996555287,0.7559210526315789
jodatime,13388,25,0.6911106184881401,0.6485414111184934,0.6127232142857143,0.6960167714884696
zxing,13388,28,0.6230149108982908,0.8323096264230705,0.8078231292517006,0.8660508083140878
