project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,36147,17,0.0,1.0,1,1.0
google-auto-common,36147,31,0.23754789272030652,0.6422514892672277,0.5151515151515151,0.875
scribejava-core,36147,32,0.2756521739130435,0.7695145000246962,0.6153846153846154,1.0
google-auto-factory,36147,22,0.636675235646958,0.5968716895272622,0.5,0.7058823529411765
commons-csv,36147,32,0.8907380607814761,0.8320690883165832,0.5,0.9166666666666666
commons-cli,36147,26,0.7468706536856745,0.8081822508407922,0.6363636363636364,0.9574468085106383
google-auto-value,36147,41,0.4994029850746269,0.6277746028160879,0.5079365079365079,1.0
gson,36147,40,0.6069861330524837,0.5842625345226454,0.5,0.7142857142857143
commons-io,36147,40,0.3763194125745755,0.5715438391727422,0.5,0.6666666666666666
commons-text,36147,55,0.9070942462363374,0.7795925192378682,0.5555555555555556,0.8737864077669902
commonc-codec,36147,17,0.8715445671015418,0.7738864318258765,0.7248677248677249,0.8086838534599728
commons-lang,36147,28,0.8377175082551107,0.7708436569525896,0.745049504950495,0.7992565055762082
jfreechart,36147,28,0.35602788350511055,0.7401342564225393,0.7058152793614595,0.756838905775076
jodatime,36147,25,0.7565063178896032,0.6489390915447515,0.6061224489795919,0.696078431372549
zxing,36147,28,0.9087162080252151,0.8301210421958104,0.8044692737430168,0.8512944009632751
