project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,43981,17,0.0,1.0,1,1.0
google-auto-common,43981,31,0.4042145593869732,0.6334968862228278,0.5,0.8
scribejava-core,43981,32,0.23043478260869565,0.7598306699000054,0.6,0.9069767441860465
google-auto-factory,43981,22,0.7095115681233933,0.5880011323742712,0.5,0.7142857142857143
commons-csv,43981,32,0.8733719247467439,0.8320719167692581,0.7272727272727273,0.9615384615384616
commons-cli,43981,26,0.7440890125173852,0.8077154919700841,0.631578947368421,0.8791208791208791
google-auto-value,43981,41,0.7002985074626865,0.6127232705958948,0.5,0.75
gson,43981,40,0.6134807793575566,0.5864149546640988,0.5238095238095238,0.7
commons-io,43981,40,0.6680816888480955,0.5670321551550127,0.5,0.6467391304347826
commons-text,43981,55,0.8706949886574551,0.7853160723915816,0.7207207207207207,1.0
commonc-codec,43981,17,0.7748380622206004,0.775418666034128,0.7508196721311475,0.8159675236806495
commons-lang,43981,28,0.8177197343523912,0.7705737381308116,0.7176781002638523,0.8059701492537313
jfreechart,43981,28,0.40498082652639383,0.7386786872329809,0.7146464646464646,0.7642113690952762
jodatime,43981,25,0.6383506982930615,0.6613483061357313,0.6126126126126126,1.0
zxing,43981,28,0.7484846648078555,0.8311191967482819,0.7759815242494227,0.8715083798882681
