project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,90957,17,0.0,1.0,1,1.0
google-auto-common,90957,31,0.4003831417624521,0.6200040295650702,0.5172413793103449,0.75
scribejava-core,90957,32,0.37217391304347824,0.7703266508551042,0.6470588235294118,1.0
google-auto-factory,90957,22,0.5458440445586975,0.5876695405910829,0.5106382978723404,0.6774193548387096
commons-csv,90957,32,0.73589001447178,0.8305509325168028,0.7241379310344828,0.9523809523809523
commons-cli,90957,26,0.5869262865090403,0.8101304933163553,0.696969696969697,0.9642857142857143
google-auto-value,90957,41,0.5161194029850746,0.6178423230023199,0.5121951219512195,1.0
gson,90957,40,0.4990345796033,0.5893230294531535,0.5204081632653061,0.7
commons-io,90957,40,0.47877466727856816,0.56840925334659,0.5,0.7164179104477612
commons-text,90957,55,0.8155289750464013,0.7949915669167937,0.6590909090909091,1.0
commonc-codec,90957,17,0.9511905848006569,0.7774490384897095,0.7407407407407407,0.8028169014084507
commons-lang,90957,28,0.6350684524913739,0.7661230181179207,0.6538461538461539,0.8097560975609757
jfreechart,90957,28,0.554134770274701,0.7387731895804286,0.711864406779661,0.7647727272727273
jodatime,90957,25,0.3622700066504101,0.6475639382080115,0.6252045826513911,0.7011494252873564
zxing,90957,28,0.7304824827251788,0.8325606090339399,0.8027210884353742,0.8666666666666667
