project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,49890,17,0.0,1.0,1,1.0
google-auto-common,49890,31,0.5105363984674329,0.6332289948675639,0.5,1.0
scribejava-core,49890,32,0.1565217391304348,0.7656907814077252,0.5555555555555556,0.9230769230769231
google-auto-factory,49890,22,0.7480719794344473,0.5936476073221509,0.5,0.6933333333333334
commons-csv,49890,32,0.8748191027496383,0.8257532955492145,0.5,1.0
commons-cli,49890,26,0.7559109874826148,0.8265070334091172,0.6521739130434783,1.0
google-auto-value,49890,41,0.7659701492537313,0.6177446829979184,0.5142857142857142,0.75
gson,49890,40,0.5955766192733017,0.5879268504426745,0.5102040816326531,0.7125
commons-io,49890,40,0.7544745296007342,0.5727839931714269,0.5128205128205128,0.6548672566371682
commons-text,49890,55,0.8393483192410807,0.7978711429547114,0.6911764705882353,1.0
commonc-codec,49890,17,0.714807043152997,0.776496472758789,0.7368421052631579,0.8044515103338633
commons-lang,49890,28,0.7297146885318888,0.7653573220747151,0.6586826347305389,0.8007312614259597
jfreechart,49890,28,0.26867097178862137,0.7408482653414682,0.7166123778501629,0.762402088772846
jodatime,49890,25,0.5731323431611616,0.646520177667508,0.6121212121212121,0.6849056603773584
zxing,49890,28,0.8985028488301612,0.8300564262631963,0.8015873015873016,0.85451197053407
