project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,14706,17,0.0,1.0,1,1.0
google-auto-common,14706,31,0.41762452107279696,0.652456499679525,0.5277777777777778,0.8571428571428571
scribejava-core,14706,32,0.34608695652173915,0.7698806757919692,0.6181818181818182,1.0
google-auto-factory,14706,22,0.5218508997429306,0.5940642381941726,0.509090909090909,0.717948717948718
commons-csv,14706,32,0.9008683068017366,0.8363571220579468,0.631578947368421,1.0
commons-cli,14706,26,0.9248956884561892,0.8199088780154974,0.6962025316455697,0.92
google-auto-value,14706,41,0.5877611940298507,0.610730780876134,0.5,0.7213114754098361
gson,14706,40,0.5432683868702826,0.5824215754680535,0.5,0.6851851851851852
commons-io,14706,40,0.5432537861404314,0.5738217964679058,0.5159574468085106,0.6475409836065574
commons-text,14706,55,0.7795421736440503,0.7774208197968396,0.6666666666666666,0.8554216867469879
commonc-codec,14706,17,0.799653316303257,0.7757317502693559,0.7371273712737128,0.8110749185667753
commons-lang,14706,28,0.8588283307980559,0.7693802071576777,0.7496206373292867,0.7949709864603481
jfreechart,14706,28,0.1941724044533778,0.7428803468039614,0.7222777222777222,0.7660377358490567
jodatime,14706,25,0.6091332298825094,0.6479269393718678,0.6119929453262787,0.6854838709677419
zxing,14706,28,0.8562553036731725,0.8312647500201339,0.815,0.874031007751938
