project,seed,clusters,score,acc_avg,acc_min,acc_max
google-auto-service,32067,17,0.0,1.0,1,1.0
google-auto-common,32067,31,0.24616858237547892,0.6272791251003874,0.5142857142857142,0.8461538461538461
scribejava-core,32067,32,0.0791304347826087,0.754883689786319,0.5,0.8620689655172413
google-auto-factory,32067,22,0.6615252784918595,0.5874039298966589,0.5,0.7169811320754716
commons-csv,32067,32,0.6845151953690304,0.8357416222114122,0.7222222222222222,1.0
commons-cli,32067,26,0.6933240611961057,0.8217175874450314,0.65,1.0
google-auto-value,32067,41,0.7352238805970149,0.6146757488478339,0.525,1.0
gson,32067,40,0.5409864841144462,0.5896285748016266,0.5238095238095238,0.6756756756756757
commons-io,32067,40,0.8104635153740248,0.5712678000916451,0.5074626865671642,0.6666666666666666
commons-text,32067,55,0.8798721385852754,0.7803566996819974,0.6428571428571429,1.0
commonc-codec,32067,17,0.799653316303257,0.7752690121022559,0.7398373983739838,0.8224
commons-lang,32067,28,0.7740882276555485,0.7736182366840659,0.7264150943396226,0.8631578947368421
jfreechart,32067,28,0.37956350054883176,0.7405093938665283,0.7193251533742331,0.759656652360515
jodatime,32067,25,0.701130569718466,0.6465326899345982,0.6022944550669216,0.6752136752136753
zxing,32067,28,0.7093284034428415,0.8315907021508914,0.809009009009009,0.85625
