id,distance,weight
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=()I] indexes=[12] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],32,30
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.CSVParser method=createHeaders methodDesc=()Lorg/apache/commons/csv/CSVParser$Headers;] indexes=[95] mutator=org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator],39,6
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.CSVFormat method=<init> methodDesc=(CLjava/lang/Character;Lorg/apache/commons/csv/QuoteMode;Ljava/lang/Character;Ljava/lang/Character;ZZLjava/lang/String;Ljava/lang/String;[Ljava/lang/Object;[Ljava/lang/String;ZZZZZZZ)V] indexes=[80] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.UOI4Mutator],15,19
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=()I] indexes=[13] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF],30,4
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=readLine methodDesc=()Ljava/lang/String;] indexes=[19] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.ABSMutator],10,9
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.Lexer method=readEndOfLine methodDesc=(I)Z] indexes=[70] mutator=org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator],37,68
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=()I] indexes=[41] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],36,2
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=([CII)I] indexes=[4] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF],1225,1
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.CSVFormat method=<init> methodDesc=(CLjava/lang/Character;Lorg/apache/commons/csv/QuoteMode;Ljava/lang/Character;Ljava/lang/Character;ZZLjava/lang/String;Ljava/lang/String;[Ljava/lang/Object;[Ljava/lang/String;ZZZZZZZ)V] indexes=[96] mutator=org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator],47,13
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=([CII)I] indexes=[21] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE],835,1
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=([CII)I] indexes=[32] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF],160,1
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=([CII)I] indexes=[32] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE],642,1
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.Lexer method=nextToken methodDesc=(Lorg/apache/commons/csv/Token;)Lorg/apache/commons/csv/Token;] indexes=[152] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE],353,3
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=([CII)I] indexes=[43] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF],219,1
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=([CII)I] indexes=[48] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE],96,5
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=([CII)I] indexes=[76] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE],166,4
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=([CII)I] indexes=[108] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF],12,8
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=read methodDesc=([CII)I] indexes=[108] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE],92,3
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.ExtendedBufferedReader method=readLine methodDesc=()Ljava/lang/String;] indexes=[9] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE],252,1
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.Lexer method=isMetaChar methodDesc=(I)Z] indexes=[21] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR4Mutator],98,36
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.CSVParser method=nextRecord methodDesc=()Lorg/apache/commons/csv/CSVRecord;] indexes=[169] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.AOD1Mutator],5,4
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.Lexer method=isMetaChar methodDesc=(I)Z] indexes=[18] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF],28,4
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.CSVParser method=createHeaders methodDesc=()Lorg/apache/commons/csv/CSVParser$Headers;] indexes=[198] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF],16,3
MutationIdentifier [location=Location [clazz=org.apache.commons.csv.CSVFormat method=printRecord methodDesc=(Ljava/lang/Appendable;[Ljava/lang/Object;)V] indexes=[19] mutator=org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE],49,5
