seed,reduction,score,acc_avg,acc_min,acc_max
66304.0,0.5,0.6676496401614885,0.9529090313370296,0.5,1.0
66304.0,0.75,0.6669124100403722,0.9737174686388316,0.5,1.0
16389.0,0.5,0.6682113393013867,0.9529090313370296,0.5,1.0
16389.0,0.75,0.6699315429173249,0.9737174686388316,0.5,1.0
91254.0,0.5,0.6694049499736704,0.9529090313370296,0.5,1.0
91254.0,0.75,0.6669124100403722,0.9737174686388316,0.5,1.0
49890.0,0.5,0.6670528348253467,0.9529090313370296,0.5,1.0
49890.0,0.75,0.6699315429173249,0.9737174686388316,0.5,1.0
86054.0,0.5,0.6642794453220994,0.9529090313370296,0.5,1.0
86054.0,0.75,0.6669124100403722,0.9737174686388316,0.5,1.0
55284.0,0.5,0.6694049499736704,0.9529090313370296,0.5,1.0
55284.0,0.75,0.6669124100403722,0.9737174686388316,0.5,1.0
77324.0,0.5,0.6670528348253467,0.9529090313370296,0.5,1.0
77324.0,0.75,0.6699315429173249,0.9737174686388316,0.5,1.0
36147.0,0.5,0.665859224153063,0.9529090313370296,0.5,1.0
36147.0,0.75,0.6669124100403722,0.9737174686388316,0.5,1.0
13506.0,0.5,0.665859224153063,0.9529090313370296,0.5,1.0
13506.0,0.75,0.6669124100403722,0.9737174686388316,0.5,1.0
73920.0,0.5,0.6652975250131649,0.9529090313370296,0.5,1.0
73920.0,0.75,0.6699315429173249,0.9737174686388316,0.5,1.0
80157.0,0.5,0.6681060207126558,0.9529090313370296,0.5,1.0
80157.0,0.75,0.6699315429173249,0.9737174686388316,0.5,1.0
43981.0,0.5,0.6661751799192558,0.9529090313370296,0.5,1.0
43981.0,0.75,0.6699315429173249,0.9737174686388316,0.5,1.0
75358.0,0.5,0.6694049499736704,0.9529090313370296,0.5,1.0
75358.0,0.75,0.6669124100403722,0.9737174686388316,0.5,1.0
33399.0,0.5,0.6716517465332631,0.9529090313370296,0.5,1.0
33399.0,0.75,0.6669124100403722,0.9737174686388316,0.5,1.0
56134.0,0.5,0.6689836756187467,0.9529090313370296,0.5,1.0
56134.0,0.75,0.6669124100403722,0.9737174686388316,0.5,1.0
13388.0,0.5,0.6668070914516412,0.9529090313370296,0.5,1.0
13388.0,0.75,0.6699315429173249,0.9737174686388316,0.5,1.0
81617.0,0.5,0.665859224153063,0.9529090313370296,0.5,1.0
81617.0,0.75,0.6669124100403722,0.9737174686388316,0.5,1.0
90957.0,0.5,0.6677549587502194,0.9529090313370296,0.5,1.0
90957.0,0.75,0.6699315429173249,0.9737174686388316,0.5,1.0
