seed,reduction,score,acc_avg,acc_min,acc_max
66304.0,0.5,0.6252836498268243,0.9730724608008744,0.5,1.0
66304.0,0.75,0.6289263107607787,0.9798566878980852,0.5,1.0
16389.0,0.5,0.624328197778574,0.9730724608008744,0.5,1.0
16389.0,0.75,0.628209721724591,0.9798566878980852,0.5,1.0
91254.0,0.5,0.6252836498268243,0.9730724608008744,0.5,1.0
91254.0,0.75,0.631076077869342,0.9798566878980852,0.5,1.0
49890.0,0.5,0.6249253553087304,0.9730724608008744,0.5,1.0
49890.0,0.75,0.6217604203989012,0.9798566878980852,0.5,1.0
86054.0,0.5,0.6255225128388869,0.9730724608008744,0.5,1.0
86054.0,0.75,0.6246267765436522,0.9798566878980852,0.5,1.0
55284.0,0.5,0.6261196703690434,0.9730724608008744,0.5,1.0
55284.0,0.75,0.631076077869342,0.9798566878980852,0.5,1.0
77324.0,0.5,0.6291054580198256,0.9730724608008744,0.5,1.0
77324.0,0.75,0.6217604203989012,0.9798566878980852,0.5,1.0
36147.0,0.5,0.6264182491341216,0.9730724608008744,0.5,1.0
36147.0,0.75,0.6289263107607787,0.9798566878980852,0.5,1.0
13506.0,0.5,0.6268959751582468,0.9730724608008744,0.5,1.0
13506.0,0.75,0.6289263107607787,0.9798566878980852,0.5,1.0
73920.0,0.5,0.6245670607906366,0.9730724608008744,0.5,1.0
73920.0,0.75,0.628209721724591,0.9798566878980852,0.5,1.0
80157.0,0.5,0.6249850710617461,0.9730724608008744,0.5,1.0
80157.0,0.75,0.628209721724591,0.9798566878980852,0.5,1.0
43981.0,0.5,0.6291054580198256,0.9730724608008744,0.5,1.0
43981.0,0.75,0.6217604203989012,0.9798566878980852,0.5,1.0
75358.0,0.5,0.622477009435089,0.9730724608008744,0.5,1.0
75358.0,0.75,0.6289263107607787,0.9798566878980852,0.5,1.0
33399.0,0.5,0.6268362594052311,0.9730724608008744,0.5,1.0
33399.0,0.75,0.6246267765436522,0.9798566878980852,0.5,1.0
56134.0,0.5,0.6258210916039652,0.9730724608008744,0.5,1.0
56134.0,0.75,0.6246267765436522,0.9798566878980852,0.5,1.0
13388.0,0.5,0.627015406664278,0.9730724608008744,0.5,1.0
13388.0,0.75,0.6217604203989012,0.9798566878980852,0.5,1.0
81617.0,0.5,0.6264182491341216,0.9730724608008744,0.5,1.0
81617.0,0.75,0.6289263107607787,0.9798566878980852,0.5,1.0
90957.0,0.5,0.6297623313029977,0.9730724608008744,0.5,1.0
90957.0,0.75,0.628209721724591,0.9798566878980852,0.5,1.0
52113.0,0.5,0.6321509614236236,0.9730724608008744,0.5,1.0
52113.0,0.75,0.6217604203989012,0.9798566878980852,0.5,1.0
20428.0,0.5,0.6225367251881047,0.9730724608008744,0.5,1.0
